issuer_identifier;issuer_name;Sector
93156491;Big Will Investments Limited;Financial Services
93156494;Caifu Holdings Limited;Financial Services
93160892;PJSC Federal Grid Company of Unified Energy System;Energy & Resources
93162491;Federal Grid Finance Designated Activity Company;Financial Services
93166091;Chalco Hong Kong Investment Company Limited;Financial Services
93180700;PT Metropolis Propertindo Utama;Real Estate & Property
93183298;Wanda Properties Overseas Limited;Real Estate & Property
93189491;Prosperous Ray Limited;Financial Services
93218491;Jingrui Holdings Limited;Real Estate & Property
93250098;Honghua Group Ltd.;Energy & Resources
93253891;Favor Sea Limited;Financial Services
93256891;Ooredoo Tamweel Limited;Financial Services
93286091;RWE Finance B.V.;Financial Services
93292894;Southern Electric Generating Company;Energy & Resources
93294293;O2 Telefonica Deutschland Finanzierungs GmbH;Telecommunications & Media
93325491;Aeroporti di Roma S.p.A;Professional Services & Consulting
93334893;McGraw-Hill School Education Holdings, LLC;Consumer Goods & Retail
93335292;Allegiance Corporation;Consumer Goods & Retail
93337520;Bao-Trans Enterprises Ltd.;Transportation & Logistics
93348091;Compania Minera Ares S.A.C.;Energy & Resources
93353697;JSW Steel Limited;Industrial & Manufacturing
93368494;Garda World Security Corporation;Professional Services & Consulting
93369091;Spectrum Brands Europe GmbH;Consumer Goods & Retail
93424091;Teva Pharmaceuticals USA, Inc.;Healthcare & Pharmaceuticals
93424696;Teva Pharmaceutical Finance Co, LLC;Financial Services
93424699;Teva Pharmaceutical Finance II, LLC;Financial Services
93424702;Teva Pharmaceutical Finance Co., B.V.;Financial Services
93424705;Teva Pharmaceutical Finance IV, LLC;Financial Services
93424892;Teva Pharmaceutical Finance II, B.V.;Financial Services
93425091;Teva Pharmaceutical Finance III, B.V.;Financial Services
93425094;Teva Pharmaceutical Finance IV, B.V.;Financial Services
93425097;Teva Pharmaceutical Finance V, B.V.;Financial Services
93429896;International Park Holdings B.V.;Real Estate & Property
93450497;Scripps Networks Interactive, Inc.;Telecommunications & Media
93456491;B Communications Ltd.;Telecommunications & Media
93478491;Oil India Limited;Energy & Resources
93500091;CE Energy, a.s.;Energy & Resources
93502492;Comcel Trust;Financial Services
93510294;Newfold Digital Holdings Group, Inc.;Technology & Software
93512091;Tallgrass Energy Partners, LP;Energy & Resources
93528491;Alam Synergy Pte Ltd;Financial Services
93529491;Trillion Chance Limited;Financial Services
93536691;WESCO International, Inc.;Industrial & Manufacturing
93539091;Doosan Enerbility Co., Ltd.;Energy & Resources
93539294;AVR-Afvalverwerking B.V.;Industrial & Manufacturing
93546092;Redexis Gas S.A.;Energy & Resources
93551894;Sinochem Overseas Capital Company Limited;Financial Services
93562291;Zhejiang Provincial Energy Group Company Ltd.;Energy & Resources
93562691;Puma International Financing S.A.;Financial Services
93568893;Global Switch Property (Australia) Pty Limited;Real Estate & Property
93574091;Canal de Isabel II, S.A., M.P.;Utilities
93575700;Play Finance 1 S.A.;Financial Services
93575706;Play Finance 2 S.A.;Financial Services
93577893;Wharf Finance Limited;Financial Services
93580696;Marriott RHG Acquisition B.V.;Consumer Goods & Retail
93583893;Travis Perkins Plc;Consumer Goods & Retail
93590893;China Overseas Finance (Cayman) III Limited;Financial Services
93591902;Origin Energy Finance Ltd;Financial Services
93591907;Sun Hung Kai Properties (Capital Market) Ltd;Real Estate & Property
93592092;Swire Pacific MTN Financing Limited;Financial Services
93594701;Volvo Treasury AB;Financial Services
93599505;Hyundai Capital America;Financial Services
93600691;Wanda Properties International Co. Limited;Real Estate & Property
93609891;Financiere Labeyrie Fine Foods;Consumer Goods & Retail
93635891;Vogue International LLC;Consumer Goods & Retail
93639691;Times China Holdings Limited;Real Estate & Property
93665891;Findus PIK SCA;Consumer Goods & Retail
93665905;Burlington Stores, Inc.;Consumer Goods & Retail
93685291;Royal FrieslandCampina NV;Consumer Goods & Retail
93700692;Gol Finance;Financial Services
93701891;Central Plaza Development Ltd;Real Estate & Property
93705491;Trinidad Cement Limited;Industrial & Manufacturing
93724492;Continental Resources, Inc.;Energy & Resources
93727094;China Railway Resources Huitung Limited;Energy & Resources
93731691;Brookfield Renewable Partners L.P.;Energy & Resources
93748091;Wyndham Global Finance PLC;Financial Services
93751091;Alfa S.A.B. de C.V.;Financial Services
93762907;PT Sri Rejeki Isman Tbk;Consumer Goods & Retail
93805292;Emeco Pty Ltd;Industrial & Manufacturing
93834091;Logan Group Company Ltd;Real Estate & Property
93844291;SCE Trust III;Financial Services
93845091;Tencent Holdings Limited;Technology & Software
93856891;Financiere Gaillon 8 S.A.;Financial Services
93863893;Holcim GB Finance Ltd;Financial Services
93863898;Holcim Capital Corporation Ltd;Financial Services
93863903;Holcim Finance (Canada) Inc.;Financial Services
93863908;Holcim Finance (Luxembourg) S.A.;Financial Services
93864091;Holcim Overseas Finance Ltd;Financial Services
93907696;United Airlines Pass Through Trust Series 2014-1;Financial Services
93920292;HoldIKKS S.A.S.;Financial Services
93947691;Franshion Brilliant Limited;Real Estate & Property
93956292;Saudi Electricity Global Sukuk Company 3;Financial Services
93958491;Redexis Gas Finance BV;Energy & Resources
93961294;Aldesa Financial Services S.A.;Financial Services
93978691;Caesars Resort Collection, LLC;Consumer Goods & Retail
93980292;CFG Investment S.A.C.;Financial Services
93981103;Theta Capital Pte. Ltd.;Financial Services
93982691;GlaxoSmithKline Capital PLC;Healthcare & Pharmaceuticals
93982701;Roche Finance Europe B.V.;Healthcare & Pharmaceuticals
94009691;BMBG Bond Finance SCA;Financial Services
94022091;SGD Group SAS;Financial Services
94023891;Monier Finance S.a.r.l.;Financial Services
94049295;Guangdong - Hong Kong Greater Bay Area Holdings Ltd.;Real Estate & Property
94054491;Broadcom Technology Inc.;Technology & Software
94075492;Kosmos Energy Ltd.;Energy & Resources
94088891;3AB Optique Developpement S.A.S;Consumer Goods & Retail
94092291;Redco Properties Group Ltd;Real Estate & Property
94096491;State Grid Overseas Investment (2014) Limited;Energy & Resources
94102891;TotalEnergies Capital Canada Limited;Energy & Resources
94105491;Signet Jewelers Ltd.;Consumer Goods & Retail
94111091;Sinochem Offshore Capital Company Limited;Financial Services
94131891;China Overseas Grand Oceans Finance II (Cayman) Limited;Financial Services
94133691;Officine Maccaferri S.p.A.;Industrial & Manufacturing
94137291;L'isolante K-Flex S.p.A.;Industrial & Manufacturing
94137691;Intralot Capital Luxembourg SA;Financial Services
94143298;Bestgain Real Estate Limited ;Real Estate & Property
94149891;Rizhao Port (Hong Kong) Company Limited;Transportation & Logistics
94150092;China Overseas Finance (Cayman) VI Limited;Financial Services
94162292;ASTM S.p.A.;Industrial & Manufacturing
94193491;Incitec Pivot Finance LLC;Financial Services
94201891;Signet UK Finance plc;Consumer Goods & Retail
94211750;Ocean Spray Cranberries, Inc.;Unassigned
94224094;Sunshine 100 China Holdings Ltd.;Real Estate & Property
94231691;Sino-Ocean Group Holding Limited;Real Estate & Property
94232091;Swire Properties MTN Financing Limited;Financial Services
94247891;Tonon Luxembourg S.A.;Financial Services
94252093;PGE Sweden AB (publ);Energy & Resources
94264891;Shanghai Electric Group Co., Ltd.;Industrial & Manufacturing
94267492;Rio Tinto Finance (USA) Ltd;Energy & Resources
94273091;EQM Midstream Partners, LP;Transportation & Logistics
94288091;Nan Fung Treasury Limited;Financial Services
94299098;IHS Nigeria Limited;Financial Services
94312291;Ryanair DAC;Transportation & Logistics
94314691;WPP Finance 2013;Telecommunications & Media
94328891;Ravago Holdings America, Inc.;Consumer Goods & Retail
94342091;SCE Trust I;Financial Services
94346494;CNOOC Finance (2014) ULC;Financial Services
94371291;Allergan Funding SCS;Healthcare & Pharmaceuticals
94373299;APN News & Media Limited;Telecommunications & Media
94376896;The Brink's Company;Transportation & Logistics
94383094;Yamana Gold, Inc.;Energy & Resources
94385091;TransAlta Corporation;Energy & Resources
94385691;Arthur J. Gallagher & Co.;Professional Services & Consulting
94395491;GLP Capital, L.P.;Financial Services
94402891;Embraer S.A.;Transportation & Logistics
94407695;Pakuwon Prima Pte Ltd;Real Estate & Property
94416691;BUT S.A.S.;Consumer Goods & Retail
94429491;IKKS Group S.A.S.;Industrial & Manufacturing
94441891;Greenland Global Investment Limited;Industrial & Manufacturing
94449494;Wanhua Chemical Group Co., Ltd;Industrial & Manufacturing
94451322;GNL Quintero S.A.;Energy & Resources
94453096;InRetail Shopping Malls;Consumer Goods & Retail
94474491;IHS Towers Netherlands FinCo NG B.V.;Telecommunications & Media
94480292;Forest Laboratories, LLC;Healthcare & Pharmaceuticals
94514691;Tupy Overseas S.A.;Industrial & Manufacturing
94522491;Praesidiad Group Limited;Consumer Goods & Retail
94526691;The Timken Company;Industrial & Manufacturing
94527691;Synthos Spolka Akcyjna;Industrial & Manufacturing
94528291;Shanghai Electric (Group) Corporation;Industrial & Manufacturing
94529898;Greenko Dutch B.V;Energy & Resources
94531291;Samvardhana Motherson Automotive Systems Group BV;Industrial & Manufacturing
94543491;Anstock II Limited;Financial Services
94560892;MHGE Parent, LLC;Financial Services
94561091;MHGE Parent Finance, Inc.;Financial Services
94568891;Globalworth Real Estate Investments Limited;Real Estate & Property
94588494;Shanghai Huayi Holdings Group Co., Ltd.;Industrial & Manufacturing
94588497;Rolta Americas LLC;Technology & Software
94589292;Marquee Land Pte Ltd;Real Estate & Property
94595492;GCX Limited;Financial Services
94604291;Fluvius System Operator cv;Energy & Resources
94612491;Sino-Ocean Land Treasure Finance I Limited;Financial Services
94612494;Oceanwide Holdings Co. Ltd.;Real Estate & Property
94612692;ICL Group Ltd.;Industrial & Manufacturing
94613295;ABJA Investment Co. Pte. Ltd.;Financial Services
94622691;Seven Energy Finance Ltd;Energy & Resources
94627091;United Airlines Pass Through Trust Series 2014-2;Transportation & Logistics
94638293;Adani Ports and Special Economic Zone Limited;Energy & Resources
94651891;CRH Finance Germany GmbH;Consumer Goods & Retail
94655091;Tiffany & Co.;Consumer Goods & Retail
94664894;Lexmark International Inc.;Technology & Software
94674691;Shanghai Electric Group Global Investment Limited;Industrial & Manufacturing
94730891;Fenix Power Peru S.A.;Energy & Resources
94744291;Hysan (MTN) Limited;Financial Services
94753495;Hengshi Mining Investments Limited;Energy & Resources
94755697;FORVIA S.E.;Industrial & Manufacturing
94755891;Koks Finance DAC;Financial Services
94763891;Darling International Canada Inc.;Consumer Goods & Retail
94764095;Darling International NL Holdings B.V.;Consumer Goods & Retail
94766494;Korea Water Resources Corporation;Energy & Resources
94772291;Cosan Limited;Transportation & Logistics
94792691;Zhejiang Energy International Limited;Energy & Resources
94806091;Cadence Design Systems Inc.;Technology & Software
94815291;Jababeka International B.V.;Real Estate & Property
94834891;Keysight Technologies, Inc.;Technology & Software
94869291;Hexcel Corporation;Industrial & Manufacturing
94881891;Oceanwide Real Estate International Holding Company Limited;Real Estate & Property
94891691;American Airlines Pass Through Trust Certificates, Series 2014-1;Transportation & Logistics
94908691;MPM Global Pte. Ltd;Professional Services & Consulting
94989493;China Shenhua Energy Company Limited;Energy & Resources
94995891;Dell International LLC;Technology & Software
95006291;Alibaba Group Holding Limited;Technology & Software
95012091;InRetail Consumer (Pat. Fideicomiso D.S. 093-2002 - EF);Consumer Goods & Retail
95052291;Global A&T Electronics Ltd;Technology & Software
95061491;Criteria Caixa, S.A., Unipersonal;Financial Services
95104291;Abengoa Greenfield, S.A.;Energy & Resources
95121891;NFP Corp.;Financial Services
95143891;Marathon Petroleum Corporation;Energy & Resources
95217091;Melton Renewable Energy UK PLC;Energy & Resources
95235291;Limited Liability Partnership Kazakhstan Utility Systems;Energy & Resources
95243292;Century Limited;Financial Services
95256891;CRH Finance Switzerland AG;Financial Services
95305291;Double Rosy Limited;Professional Services & Consulting
95315291;China Communications Construction Company Limited;Industrial & Manufacturing
95316497;Waste Italia S.r.l.;Industrial & Manufacturing
95322891;Grupo AXO, S.A.P.I. de C.V.;Consumer Goods & Retail
95323894;James Hardie International Finance DAC;Industrial & Manufacturing
95379303;Guorui Properties Limited;Real Estate & Property
95382091;MPLX LP;Energy & Resources
95390691;CAR Inc.;Transportation & Logistics
95408291;Tapestry, Inc.;Consumer Goods & Retail
95427291;Hutchison Whampoa Finance (14) Limited;Financial Services
95427294;Hutchison Whampoa International (14) Limited;Financial Services
95444891;Empresa Electrica Angamos SpA;Energy & Resources
95448891;Wanhua Chemical International Holding Co., Ltd.;Industrial & Manufacturing
95477494;WDT Acquisition Corp.;Professional Services & Consulting
95506291;WESCO Distribution, Inc.;Industrial & Manufacturing
95542704;Whirlpool Europe B.V.;Consumer Goods & Retail
95547291;Lodha Developers International Limited;Real Estate & Property
95559091;PT Solusi Tunas Pratama Tbk;Telecommunications & Media
95570291;Huayi Finance I Ltd.;Financial Services
95586491;CIBANCO, S.A., Institucion de Banca Multiple, Trust F/00939 (Fibra Terrafina);Financial Services
95596691;Sunoco LP;Energy & Resources
95602091;Beijing Capital Group Company Limited;Energy & Resources
95622691;Zoomlion H.K. SPV Co. Ltd;Industrial & Manufacturing
95641291;Novartis Finance S.A.;Healthcare & Pharmaceuticals
95650292;Brightstar Lottery PLC;Professional Services & Consulting
95652291;Camposol S.A.;Consumer Goods & Retail
95680091;Joint-stock company New forwarding company;Transportation & Logistics
95681091;Wynn Resorts Finance, LLC;Financial Services
95684492;Baosteel Resources International Company Limited;Energy & Resources
95694291;Beijing Energy Holding Co., Ltd.;Energy & Resources
95701291;Paprec Holding SA;Industrial & Manufacturing
95706091;Shanghai Electric Power Co., Ltd.;Energy & Resources
95723692;Uranium One Investments Inc. ;Energy & Resources
95730891;Casino Finance SA;Financial Services
95793891;Autoridad del Canal de Panama;Transportation & Logistics
95798291;Entegris, Inc.;Technology & Software
95808291;Sunoco Finance Corp.;Financial Services
95810491;Auris Luxembourg III S.a.r.l;Financial Services
95831292;Integrys Holding, Inc.;Energy & Resources
95836295;Hua Han Health Industry Holdings Limited;Healthcare & Pharmaceuticals
95871505;Reliance Communications Limited;Telecommunications & Media
95896291;Jingneng Clean Energy Investment Holdings Limited;Energy & Resources
95896491;State Grid Europe Development (2014) Public Limited Company;Energy & Resources
95898091;Anhui Conch Cement Company Limited;Industrial & Manufacturing
95940492;Corel Corporation;Technology & Software
95943894;Shanghai Construction Group Co., Ltd.;Industrial & Manufacturing
95948095;Coty Inc.;Consumer Goods & Retail
95952891;Viesgo Generacion, S.L.U.;Energy & Resources
95977091;China Shenhua Overseas Capital Company Limited;Financial Services
95983491;Sino-Ocean Land Treasure Finance II Limited;Financial Services
95999303;Jazz Pharmaceuticals Public Limited Company;Healthcare & Pharmaceuticals
96039691;CITGO Holding, Inc.;Energy & Resources
96059691;Baosteel Financing 2015 Pty Ltd;Financial Services
96089497;Aruba Investments, Inc.;Financial Services
96090291;Akelius Residential Property AB;Real Estate & Property
96096495;Vivarte SAS;Consumer Goods & Retail
96096498;Novarte SAS;Consumer Goods & Retail
96104291;Cerberus Nightingale 1 S.A.;Financial Services
96142091;Sinofert Holdings Limited;Healthcare & Pharmaceuticals
96148574;Moto Ventures Limited;Professional Services & Consulting
96148715;Pratama Agung Pte. Ltd.;Professional Services & Consulting
96149493;Snam S.p.A.;Energy & Resources
96149852;Kunlun Energy Company Limited;Energy & Resources
96149875;X5 FINANSE LLC;Telecommunications & Media
96149933;Sunrise Communications AG;Telecommunications & Media
96150761;PT Pelabuhan Indonesia (Persero);Transportation & Logistics
96150941;Micron Technology Inc.;Technology & Software
96151189;Binhai Investment Company Limited;Unassigned
96153001;China National Bluestar (Group) Co, Ltd;Industrial & Manufacturing
96153004;China National Chemical Corporation Limited;Industrial & Manufacturing
96155090;Becle, S.A.B. de C.V.;Consumer Goods & Retail
96155418;Air Canada Pass Through Trust Series 2015-1;Transportation & Logistics
96156879;CDP RETI SpA;Energy & Resources
96156927;American Airlines Pass Through Trust Series 2015-1;Transportation & Logistics
96156975;PT Bumi Serpong Damai Tbk;Real Estate & Property
96157561;Etihad Airways PJSC;Transportation & Logistics
96158405;China Southern Power Grid Co., Ltd;Energy & Resources
96159261;MA FinanceCo., LLC;Financial Services
96159291;Moto Finance Plc;Financial Services
96160365;State Power Investment Corporation Limited;Energy & Resources
96160432;Rio Tinto Finance Plc;Industrial & Manufacturing
96160988;Teva Pharmaceutical Finance Netherlands II B.V.;Healthcare & Pharmaceuticals
96161507;Tewoo Group Co., Ltd. ;Industrial & Manufacturing
96161830;China Minmetals Corporation;Industrial & Manufacturing
96161987;Eden Bidco Limited;Financial Services
96162847;Uniti Group Inc.;Telecommunications & Media
96164102;PJSC RUSAL Bratsk Aluminium Smelter;Industrial & Manufacturing
96164301;Waste Connections, Inc.;Energy & Resources
96164647;CSL Capital, LLC;Financial Services
96164757;Beijing Capital Polaris Investment Co., Ltd.;Financial Services
96165156;China Three Gorges Corporation;Energy & Resources
96166775;Columbia Pipeline Group, Inc.;Transportation & Logistics
96167083;Global Prime Capital Pte. Ltd;Financial Services
96167174;Albemarle Corporation;Industrial & Manufacturing
96167300;Joint Stock Company Sevkazenergo;Energy & Resources
96167687;STATS ChipPAC Pte. Ltd.;Technology & Software
96167851;Bausch Health Americas, Inc.;Healthcare & Pharmaceuticals
96168273;Severomoravske vodovody a kanalizace Ostrava a.s.;Utilities
96168386;Vulcan Materials Company;Industrial & Manufacturing
96168711;Famous Kind International Limited;Consumer Goods & Retail
96168881;SHINSEGAE Inc.;Consumer Goods & Retail
96168900;CGNPC International Limited;Energy & Resources
96168916;TRG Financing LLC;Financial Services
96168922;Eden Financing S.a.r.l;Financial Services
96169022;ITT Holdings LLC;Professional Services & Consulting
96169731;Allegion plc;Industrial & Manufacturing
96170040;Sappi Papier Holding GmbH;Industrial & Manufacturing
96170109;Beijing Automotive Group Co Ltd;Industrial & Manufacturing
96170385;Cellnex Telecom S.A.;Telecommunications & Media
96170533;Shanghai Electric Newage Company Limited;Industrial & Manufacturing
96170844;Mapletree Industrial Trust Treasury Company Pte. Ltd.;Real Estate & Property
96171226;United Utilities Water Finance PLC;Utilities
96171697;Citrix Systems, Inc.;Technology & Software
96171801;Baxalta Incorporated;Healthcare & Pharmaceuticals
96171913;Eircom Finco S.a r. l.;Financial Services
96172243;Shenzhen Expressway Corporation Limited;Transportation & Logistics
96172360;EA Partners I B.V.;Financial Services
96172963;VistaJet Malta Finance P.L.C.;Financial Services
96172966;VistaJet Co Finance LLC;Financial Services
96173016;Team Health Holdings, Inc.;Healthcare & Pharmaceuticals
96173378;Whitbread Group Plc;Consumer Goods & Retail
96173475;Power Construction Corporation of China;Industrial & Manufacturing
96173487;Aena S.M.E. S.A.;Transportation & Logistics
96173595;Land O'Lakes, Inc.;Consumer Goods & Retail
96173882;Bluestar Finance Holdings Limited;Financial Services
96174421;Land O'Lakes Capital Trust I;Financial Services
96174427;WPP Finance Deutschland GmbH;Financial Services
96174508;Three Gorges Finance I (Cayman Islands) Limited;Financial Services
96174514;Three Gorges Finance II (Cayman Islands) Limited;Unassigned
96174692;Elis SA;Unassigned
96174855;CK Asset Holdings Ltd.;Unassigned
96175365;ThyssenKrupp Finance Nederland B.V.;Unassigned
96175370;BASF Finance Europe N.V;Unassigned
96175409;Walgreens Boots Alliance, Inc.;Unassigned
96175945;Hutchison Whampoa Finance (CI) Limited;Financial Services
96175978;Iren S.p.A.;Energy & Resources
96176284;Infraestructura Energetica Nova, S.A.P.I. de C.V.;Energy & Resources
96176686;Hutchison Whampoa Europe Finance (12) Limited;Financial Services
96176689;Hutchison Whampoa Finance (05) Limited;Financial Services
96176692;Hutchison Whampoa Finance (06) Limited;Financial Services
96176695;Hutchison Whampoa Finance (09) Limited;Financial Services
96176698;Hutchison Whampoa Finance UK PLC;Financial Services
96176701;Hutchison Whampoa International (03/33) Limited;Financial Services
96176704;Hutchison Whampoa International (09) Limited;Financial Services
96176707;Hutchison Whampoa International (09/16) Limited;Financial Services
96176710;Hutchison Whampoa International (09/19) Limited;Financial Services
96176713;Hutchison Whampoa International (11) Limited;Financial Services
96176716;Hutchison Whampoa International (10) Limited;Financial Services
96176719;Hutchison Whampoa International (12) (II) Limited;Financial Services
96176722;Hutchison Whampoa International (12) Limited;Financial Services
96179055;Microchip Technology Inc.;Technology & Software
96179379;New Look Secured Issuer plc;Financial Services
96179401;New Look Senior Issuer plc ;Financial Services
96179422;Rackspace Technology Global, Inc.;Technology & Software
96179782;Operadora de Sites Mexicanos, S.A.B. de C.V.;Transportation & Logistics
96180062;Synlab Bondco PLC;Healthcare & Pharmaceuticals
96180196;Avon International Operations, Inc.;Consumer Goods & Retail
96180245;China State Construction Engineering Corporation Ltd;Industrial & Manufacturing
96180496;Oi Brasil Holdings Cooperatief U.A (Oi Netherlands);Telecommunications & Media
96180518;AVIC International Finance Limited;Financial Services
96180521;SD Guthrie Berhad;Financial Services
96180545;eHi Car Services Ltd.;Transportation & Logistics
96180569;LS Finance (2025) Limited;Financial Services
96181286;China Overseas Land International (Cayman) Limited;Real Estate & Property
96181315;LLC DeloPorts;Transportation & Logistics
96181465;Lenta LLC;Consumer Goods & Retail
96181769;COSL Singapore Capital Ltd;Energy & Resources
96182696;Beijing Energy Investment Holdings Limited;Energy & Resources
96183380;Light and Wonder International, Inc.;Technology & Software
96183520;Allegion US Holding Company Inc.;Industrial & Manufacturing
96183632;Siemens Financieringsmaatschappij N.V.;Financial Services
96183909;YONGDA Investment Limited;Financial Services
96184026;Jones Energy Holdings, LLC;Energy & Resources
96184032;Kraft Canada, Inc.;Consumer Goods & Retail
96185335;Yuzhou Group Holdings Company Limited;Real Estate & Property
96186284;Jazz Investments I Ltd.;Financial Services
96186348;Jazz Securities Designated Activity Company;Financial Services
96186640;CK Hutchison Holdings Limited;Financial Services
96186886;Wintershall Dea Deutschland AG;Energy & Resources
96186934;Spirit Airlines Pass Through Trust Certificates Series 2015-1;Transportation & Logistics
96187053;Synlab Unsecured Bondco PLC;Financial Services
96187385;Schoeller Packaging B.V.;Industrial & Manufacturing
96187677;Minmetals Bounteous FInance (BVI) Limited;Financial Services
96187895;Sinochem International Corporation;Energy & Resources
96187930;Shanghai Electric Power Finance Limited;Energy & Resources
96189002;Rosy Capital Global Limited;Financial Services
96189411;PayPal Holdings, Inc.;Financial Services
96189972;Canadian Solar Inc.;Energy & Resources
96190024;Liberty Communications of Puerto Rico LLC;Telecommunications & Media
96190323;Hewlett Packard Enterprise Company;Technology & Software
96190495;EEW Energy from Waste GmbH;Energy & Resources
96190734;Red Star Macalline Group Corporation Ltd.;Real Estate & Property
96191240;Oceanwide Holdings International 2015 Co., Limited;Real Estate & Property
96191689;DXC Capital Funding DAC;Financial Services
96192950;Georgian Water and Power LLC;Utilities
96194184;Electronic Arts Inc.;Technology & Software
96194191;CSRA Inc.;Technology & Software
96194599;Weichai Power Co., Ltd.;Industrial & Manufacturing
96195288;XPO, Inc.;Transportation & Logistics
96195440;Utah Acquisition Sub Inc.;Financial Services
96196203;Corporacion Inmobiliaria Vesta S.A.B. de C.V.;Real Estate & Property
96196261;Hangzhou Hikvision Digital Technology Co., Ltd.;Technology & Software
96196296;Syngenta AG;Healthcare & Pharmaceuticals
96196325;SCE Trust IV;Financial Services
96197530;Midea Group Co., Ltd.;Industrial & Manufacturing
96197636;Aenza S.A.A.;Industrial & Manufacturing
96197762;Seplat Energy Plc;Energy & Resources
96197810;NXP Semiconductors N.V.;Technology & Software
96197970;PT Tunas Baru Lampung Tbk;Energy & Resources
96198221;PJSC The Second Generating Company of the Wholesale Power Market;Energy & Resources
96198543;Grifols Worldwide Operations Limited;Healthcare & Pharmaceuticals
96198546;Grifols Worldwide Operations USA, Inc;Healthcare & Pharmaceuticals
96198884;Travelport Finance (Luxembourg) S.a.r.l.;Financial Services
96199748;China Fortune Land Development Co., Ltd.;Real Estate & Property
96200714;Majapahit Holding BV;Real Estate & Property
96200885;America Movil B.V.;Telecommunications & Media
96201085;Jiashili Group Limited;Consumer Goods & Retail
96201491;China Clean Energy Development Limited;Energy & Resources
96201499;Enel Russia PJSC;Energy & Resources
96201820;Weichai International Hong Kong Energy Group Co., Limited;Energy & Resources
96202106;Eutelsat Communications S.A.;Telecommunications & Media
96202572;Talen Energy Supply, LLC;Energy & Resources
96203291;Party City Holdings Inc.;Consumer Goods & Retail
96203602;BAIC Inalfa HK Investment Co., Limited;Financial Services
96204121;Dongfeng Motor (Hong Kong) International Co., Ltd.;Transportation & Logistics
96204171;ContourGlobal Power Holdings S.A.;Energy & Resources
96204630;Waste Pro USA, Inc.;Transportation & Logistics
96204633;McGraw-Hill Education, Inc.;Professional Services & Consulting
96205336;Eurofins Scientific S.E.;Healthcare & Pharmaceuticals
96205603;GE Capital International Funding Co.;Financial Services
96206249;Yunnan Provincial Energy Investment Group Co., Ltd.;Energy & Resources
96206487;Eutelsat S.A.;Telecommunications & Media
96208130;Andeavor Logistics LP;Transportation & Logistics
96211373;Everi Holdings Inc.;Financial Services
96211377;Everi Payments Inc.;Financial Services
96211691;Reliance, Inc.;Financial Services
96214159;Petroleos del Peru - Petroperu S.A.;Energy & Resources
96214282;CSCEC Finance (Cayman) I Limited;Financial Services
96214782;China Southern Power Grid International (HK) Co., Limited;Energy & Resources
96215467;Doosan Power Systems S.A.;Energy & Resources
96216752;CRH Funding B.V.;Financial Services
96216798;Air France KLM;Transportation & Logistics
96218869;Constellation Software Inc.;Technology & Software
96220148;TerraForm Power Operating, LLC;Energy & Resources
96221041;Citycon Oyj;Real Estate & Property
96223536;Pirelli & C. S.p.A.;Industrial & Manufacturing
96223764;Lendlease Corporation Limited;Real Estate & Property
96223902;RELX Finance B.V.;Financial Services
96224710;Michelin Luxembourg SCS;Industrial & Manufacturing
96225037;Clear Channel International B.V.;Telecommunications & Media
96226433;EA Partners II BV;Financial Services
96227089;Telenet Finance VI Luxembourg S.C.A.;Financial Services
96228409;Solvay Finance;Financial Services
96228412;Solvay Finance (America), LLC;Financial Services
96244442;EG Group Limited;Consumer Goods & Retail
96244711;Covia Holdings Corporation;Industrial & Manufacturing
96257085;GTT Communications, Inc.;Telecommunications & Media
96257281;WEA Finance LLC;Financial Services
96257294;Westfield UK & Europe Finance PLC;Financial Services
96257984;EnLink Midstream Partners, LP;Energy & Resources
96259010;Foresight Energy LLC;Energy & Resources
96259259;Cenovus Energy Inc.;Energy & Resources
96259639;Corral Petroleum Holdings AB;Energy & Resources
96259704;Noble Energy Inc.;Energy & Resources
96260434;TTM Technologies, Inc.;Technology & Software
96260467;Lendlease Finance Limited;Financial Services
96260491;Lendlease (US) Capital Inc.;Financial Services
96260494;Lendlease Europe Finance plc;Financial Services
96261328;GIE PSA Tresorerie;Financial Services
96263543;Compania General de Combustibles S.A.;Energy & Resources
96264775;Yunnan Energy Investment Finance Company Ltd.;Financial Services
96265298;SCE Trust V;Financial Services
96266994;Global Ports Finance PLC;Financial Services
96267816;Telefonica Participaciones, S.A.U.;Telecommunications & Media
96268544;Syngenta Finance AG;Healthcare & Pharmaceuticals
96268550;Syngenta Finance N.V.;Healthcare & Pharmaceuticals
96268768;RHP Hotel Properties, L.P.;Real Estate & Property
96269121;Embraer Overseas Limited;Transportation & Logistics
96269124;Embraer Netherlands Finance BV;Financial Services
96270364;GE Capital Global Holdings, LLC;Financial Services
96270370;GE Capital Treasury Services LLC;Financial Services
96270383;Darling Global Finance B.V.;Financial Services
96270435;Syngenta Wilmington Inc.;Agriculture & Food
96270502;Novartis Securities Investment Ltd.;Healthcare & Pharmaceuticals
96270508;Novartis Capital Corporation;Financial Services
96271157;IGD SIIQ S.p.A.;Real Estate & Property
96273367;The Hillman Group, Inc.;Consumer Goods & Retail
96274078;TTM Technologies China Limited;Technology & Software
96274402;CK Hutchison Finance (16) Limited;Financial Services
96275228;Eldorado Intl. Finance GmbH;Financial Services
96275273;Vipshop Holdings Limited;Consumer Goods & Retail
96275691;Reward Science And Technology Industry Group Co., Ltd.;Technology & Software
96275702;GTH Finance B.V.;Financial Services
